0.000000000000000000e+00 0.000000000000000000e+00 -1.880269110110000099e+02 -1.878936613120000061e+02 -1.878936613120000061e+02 2.000000000000000000e+00 -1.878511522125000113e+02
1.000000000000000000e+00 5.000000000000000000e-01 -1.880205551770000056e+02 -1.878871424170000068e+02 -1.878871424170000068e+02 2.000000000000000000e+00 -1.878509224626000105e+02
2.000000000000000000e+00 1.000000000000000000e+00 -1.880177859789999957e+02 -1.878842090960000064e+02 -1.878842090960000064e+02 2.000000000000000000e+00 -1.878508316877999960e+02
3.000000000000000000e+00 1.500000000000000000e+00 -1.880199177480000117e+02 -1.878862051380000082e+02 -1.878862051380000082e+02 2.000000000000000000e+00 -1.878509192585999870e+02
4.000000000000000000e+00 2.000000000000000000e+00 -1.880256362460000048e+02 -1.878918381899999872e+02 -1.878918381899999872e+02 2.000000000000000000e+00 -1.878510945419000109e+02
5.000000000000000000e+00 2.500000000000000000e+00 -1.880322606059999941e+02 -1.878984417309999913e+02 -1.878984417309999913e+02 2.000000000000000000e+00 -1.878512510129999953e+02
6.000000000000000000e+00 3.000000000000000000e+00 -1.880373579980000045e+02 -1.879035913529999959e+02 -1.879035913529999959e+02 2.000000000000000000e+00 -1.878513334133000114e+02
7.000000000000000000e+00 3.500000000000000000e+00 -1.880396930539999971e+02 -1.879060546199999919e+02 -1.879060546199999919e+02 2.000000000000000000e+00 -1.878513151168999968e+02
8.000000000000000000e+00 4.000000000000000000e+00 -1.880396478680000030e+02 -1.879062127770000075e+02 -1.879062127770000075e+02 2.000000000000000000e+00 -1.878512040145000128e+02
9.000000000000000000e+00 4.500000000000000000e+00 -1.880389816480000036e+02 -1.879058245889999910e+02 -1.879058245889999910e+02 2.000000000000000000e+00 -1.878510950254000136e+02
1.000000000000000000e+01 5.000000000000000000e+00 -1.880393714539999905e+02 -1.879065696479999872e+02 -1.879065696479999872e+02 2.000000000000000000e+00 -1.878511144377000051e+02
1.100000000000000000e+01 5.500000000000000000e+00 -1.880406767000000059e+02 -1.879083105160000002e+02 -1.879083105160000002e+02 2.000000000000000000e+00 -1.878512391691999994e+02
1.200000000000000000e+01 6.000000000000000000e+00 -1.880412749269999892e+02 -1.879094240569999954e+02 -1.879094240569999954e+02 2.000000000000000000e+00 -1.878513012114999867e+02
1.300000000000000000e+01 6.500000000000000000e+00 -1.880403357929999970e+02 -1.879090718420000030e+02 -1.879090718420000030e+02 2.000000000000000000e+00 -1.878512151744000107e+02
1.400000000000000000e+01 7.000000000000000000e+00 -1.880390289089999953e+02 -1.879084057670000050e+02 -1.879084057670000050e+02 2.000000000000000000e+00 -1.878510726023000075e+02
1.500000000000000000e+01 7.500000000000000000e+00 -1.880392963390000034e+02 -1.879093426809999983e+02 -1.879093426809999983e+02 2.000000000000000000e+00 -1.878510168500000077e+02
1.600000000000000000e+01 8.000000000000000000e+00 -1.880418162020000068e+02 -1.879125364550000086e+02 -1.879125364550000086e+02 2.000000000000000000e+00 -1.878511078999000006e+02
1.700000000000000000e+01 8.500000000000000000e+00 -1.880451140639999892e+02 -1.879164992210000094e+02 -1.879164992210000094e+02 2.000000000000000000e+00 -1.878512918080000134e+02
1.800000000000000000e+01 9.000000000000000000e+00 -1.880463593400000093e+02 -1.879184015920000093e+02 -1.879184015920000093e+02 2.000000000000000000e+00 -1.878514465656000141e+02
1.900000000000000000e+01 9.500000000000000000e+00 -1.880431710000000010e+02 -1.879158752760000084e+02 -1.879158752760000084e+02 2.000000000000000000e+00 -1.878514678743999866e+02
2.000000000000000000e+01 1.000000000000000000e+01 -1.880351908220000041e+02 -1.879085813819999942e+02 -1.879085813819999942e+02 2.000000000000000000e+00 -1.878513254359000086e+02
2.100000000000000000e+01 1.050000000000000000e+01 -1.880245624709999959e+02 -1.878986850349999997e+02 -1.878986850349999997e+02 2.000000000000000000e+00 -1.878510702780999964e+02
2.200000000000000000e+01 1.100000000000000000e+01 -1.880151184309999906e+02 -1.878900384529999883e+02 -1.878900384529999883e+02 2.000000000000000000e+00 -1.878508313760000021e+02
2.300000000000000000e+01 1.150000000000000000e+01 -1.880104154519999895e+02 -1.878862120329999925e+02 -1.878862120329999925e+02 2.000000000000000000e+00 -1.878507509876999961e+02
2.400000000000000000e+01 1.200000000000000000e+01 -1.880116714019999904e+02 -1.878884280530000126e+02 -1.878884280530000126e+02 2.000000000000000000e+00 -1.878508553803999916e+02
2.500000000000000000e+01 1.250000000000000000e+01 -1.880173598350000077e+02 -1.878951552780000043e+02 -1.878951552780000043e+02 2.000000000000000000e+00 -1.878510427685000082e+02
2.600000000000000000e+01 1.300000000000000000e+01 -1.880246251009999980e+02 -1.879035247829999946e+02 -1.879035247829999946e+02 2.000000000000000000e+00 -1.878512118856000086e+02
2.700000000000000000e+01 1.350000000000000000e+01 -1.880308307520000142e+02 -1.879108776779999914e+02 -1.879108776779999914e+02 2.000000000000000000e+00 -1.878513244453999960e+02
2.800000000000000000e+01 1.400000000000000000e+01 -1.880342913220000014e+02 -1.879154958119999890e+02 -1.879154958119999890e+02 2.000000000000000000e+00 -1.878513608204000036e+02
2.900000000000000000e+01 1.450000000000000000e+01 -1.880346378769999944e+02 -1.879169702830000119e+02 -1.879169702830000119e+02 2.000000000000000000e+00 -1.878513003927000113e+02
3.000000000000000000e+01 1.500000000000000000e+01 -1.880330155599999955e+02 -1.879164065070000049e+02 -1.879164065070000049e+02 2.000000000000000000e+00 -1.878511865629000113e+02
3.100000000000000000e+01 1.550000000000000000e+01 -1.880312971049999931e+02 -1.879156463159999930e+02 -1.879156463159999930e+02 2.000000000000000000e+00 -1.878511501010000018e+02
3.200000000000000000e+01 1.600000000000000000e+01 -1.880302282240000125e+02 -1.879154187240000056e+02 -1.879154187240000056e+02 2.000000000000000000e+00 -1.878512399601999903e+02
3.300000000000000000e+01 1.650000000000000000e+01 -1.880288109669999983e+02 -1.879147280360000138e+02 -1.879147280360000138e+02 2.000000000000000000e+00 -1.878513013149000130e+02
3.400000000000000000e+01 1.700000000000000000e+01 -1.880263706290000130e+02 -1.879129251699999941e+02 -1.879129251699999941e+02 2.000000000000000000e+00 -1.878511888149000129e+02
3.500000000000000000e+01 1.750000000000000000e+01 -1.880244799470000032e+02 -1.879116289559999871e+02 -1.879116289559999871e+02 2.000000000000000000e+00 -1.878509935266999946e+02
3.600000000000000000e+01 1.800000000000000000e+01 -1.880257128810000040e+02 -1.879134658490000049e+02 -1.879134658490000049e+02 2.000000000000000000e+00 -1.878509396098999957e+02
3.700000000000000000e+01 1.850000000000000000e+01 -1.880305839590000119e+02 -1.879189925370000083e+02 -1.879189925370000083e+02 2.000000000000000000e+00 -1.878511114272999976e+02
3.800000000000000000e+01 1.900000000000000000e+01 -1.880363856030000136e+02 -1.879255256909999900e+02 -1.879255256909999900e+02 2.000000000000000000e+00 -1.878513693998000065e+02
3.900000000000000000e+01 1.950000000000000000e+01 -1.880391345580000007e+02 -1.879290910480000036e+02 -1.879290910480000036e+02 2.000000000000000000e+00 -1.878515241556000035e+02
4.000000000000000000e+01 2.000000000000000000e+01 -1.880363418940000031e+02 -1.879271990430000017e+02 -1.879271990430000017e+02 2.000000000000000000e+00 -1.878514932036000005e+02
4.100000000000000000e+01 2.050000000000000000e+01 -1.880283518200000117e+02 -1.879201882179999927e+02 -1.879201882179999927e+02 2.000000000000000000e+00 -1.878512997978000101e+02
4.200000000000000000e+01 2.100000000000000000e+01 -1.880180394500000034e+02 -1.879109260909999932e+02 -1.879109260909999932e+02 2.000000000000000000e+00 -1.878510351436999883e+02
