0.000000000000000000e+00 0.000000000000000000e+00 -1.880392826910000110e+02 -1.879066596749999860e+02 -1.879066596749999860e+02 2.000000000000000000e+00 -1.878647432902000105e+02
1.000000000000000000e+00 5.000000000000000000e-01 -1.880476300560000027e+02 -1.879158042930000079e+02 -1.879158042930000079e+02 2.000000000000000000e+00 -1.878648705416999860e+02
2.000000000000000000e+00 1.000000000000000000e+00 -1.880530940550000025e+02 -1.879222263780000048e+02 -1.879222263780000048e+02 2.000000000000000000e+00 -1.878648839678000115e+02
3.000000000000000000e+00 1.500000000000000000e+00 -1.880551562809999950e+02 -1.879253551040000048e+02 -1.879253551040000048e+02 2.000000000000000000e+00 -1.878648248320000107e+02
4.000000000000000000e+00 2.000000000000000000e+00 -1.880544934829999875e+02 -1.879258124179999925e+02 -1.879258124179999925e+02 2.000000000000000000e+00 -1.878647519829999908e+02
5.000000000000000000e+00 2.500000000000000000e+00 -1.880521255069999995e+02 -1.879245662550000020e+02 -1.879245662550000020e+02 2.000000000000000000e+00 -1.878646958806000100e+02
6.000000000000000000e+00 3.000000000000000000e+00 -1.880489190860000122e+02 -1.879224383099999898e+02 -1.879224383099999898e+02 2.000000000000000000e+00 -1.878646567945999948e+02
7.000000000000000000e+00 3.500000000000000000e+00 -1.880455284200000108e+02 -1.879200472629999865e+02 -1.879200472629999865e+02 2.000000000000000000e+00 -1.878646226244999866e+02
8.000000000000000000e+00 4.000000000000000000e+00 -1.880425294069999893e+02 -1.879179438589999904e+02 -1.879179438589999904e+02 2.000000000000000000e+00 -1.878645899594000070e+02
9.000000000000000000e+00 4.500000000000000000e+00 -1.880404401490000055e+02 -1.879166314619999980e+02 -1.879166314619999980e+02 2.000000000000000000e+00 -1.878645756894999863e+02
1.000000000000000000e+01 5.000000000000000000e+00 -1.880394697819999976e+02 -1.879163149299999986e+02 -1.879163149299999986e+02 2.000000000000000000e+00 -1.878646043512000006e+02
1.100000000000000000e+01 5.500000000000000000e+00 -1.880391815440000016e+02 -1.879165639320000025e+02 -1.879165639320000025e+02 2.000000000000000000e+00 -1.878646786426999995e+02
1.200000000000000000e+01 6.000000000000000000e+00 -1.880384781200000077e+02 -1.879162982059999933e+02 -1.879162982059999933e+02 2.000000000000000000e+00 -1.878647672204000116e+02
1.300000000000000000e+01 6.500000000000000000e+00 -1.880360801960000003e+02 -1.879142641749999996e+02 -1.879142641749999996e+02 2.000000000000000000e+00 -1.878648240592000036e+02
1.400000000000000000e+01 7.000000000000000000e+00 -1.880312320079999893e+02 -1.879097361039999896e+02 -1.879097361039999896e+02 2.000000000000000000e+00 -1.878648155399000075e+02
1.500000000000000000e+01 7.500000000000000000e+00 -1.880242202260000113e+02 -1.879030286839999917e+02 -1.879030286839999917e+02 2.000000000000000000e+00 -1.878647402395000086e+02
1.600000000000000000e+01 8.000000000000000000e+00 -1.880163851309999927e+02 -1.878955020800000000e+02 -1.878955020800000000e+02 2.000000000000000000e+00 -1.878646364040000094e+02
1.700000000000000000e+01 8.500000000000000000e+00 -1.880095488510000052e+02 -1.878889863699999978e+02 -1.878889863699999978e+02 2.000000000000000000e+00 -1.878645465772999898e+02
1.800000000000000000e+01 9.000000000000000000e+00 -1.880053798900000004e+02 -1.878851464280000130e+02 -1.878851464280000130e+02 2.000000000000000000e+00 -1.878644678567000028e+02
1.900000000000000000e+01 9.500000000000000000e+00 -1.880052907740000023e+02 -1.878853828610000107e+02 -1.878853828610000107e+02 2.000000000000000000e+00 -1.878644076340000026e+02
2.000000000000000000e+01 1.000000000000000000e+01 -1.880101499190000141e+02 -1.878905454060000011e+02 -1.878905454060000011e+02 2.000000000000000000e+00 -1.878644523165999942e+02
2.100000000000000000e+01 1.050000000000000000e+01 -1.880191187560000117e+02 -1.878997688149999874e+02 -1.878997688149999874e+02 2.000000000000000000e+00 -1.878646309494999969e+02
2.200000000000000000e+01 1.100000000000000000e+01 -1.880293698199999994e+02 -1.879101948599999901e+02 -1.879101948599999901e+02 2.000000000000000000e+00 -1.878648187322999945e+02
